啊	a_
顶住	dkv_
代名词	dmc_
多媒体	dmt_
大拇指	dmv2
低能儿	dne_
屌丝	dns_
东南亚	dny_
多于	doy_
大排档	dpd_
跌价	dpj_
地区性	dqx_
断点	drd_
大人物	drw_
短线	drx_
第三遍	dsb_
洞房	dsf_
动机	dsj_
第三者	dsv_
跌停板	dtb_
到头来	dtl_
多少次	duc_
独唱	dui_
电视剧	duj2
多少人	dur_
独自	duz_
大丈夫	dvf_
大众化	dvh_
对账	dvv_
大中型	dvx_
掉下去	dxq_
单引号	dyh2
打油诗	dyu_
大洋洲	dyv_
等一下	dyx_
得益于	dyy_
大杂烩	dzh_
丁字裤	dzk_
肚子里	dzl_
打字员	dzy_
𬘘	djs_
哒	dak2
惮	dax2
点点头	ddt2
低效	dix2
谛	diy2
烔	dsh_
屌	dnu_
玓	diw2
弔	dnv2
饿	eeu_
俄	eer_
厄	eei_
鹅	eew_
娥	een_
峨	eee_
扼	eef_
鳄	eea_
萼	eec_
遏	eez_
锷	eej_
愕	eex_
腭	eeo_
额	eeb_
嗯	enk_
摁	enf_
儿	erp_
尔	erd_
耳	era_
迩	erz_
贰	ery_
饵	eru_
铒	erj_
欸	eis_
阏	eem_
蒽	enc_
鸸	ere_
珥	erw_
佴	err_
咡	erk_
儿媳	erx_
鄂	eek_
谔	eey_
伐	far_
罚	fas_
阀	fam_
乏	fap_
珐	faw_
砝	fau_
粉	ffm_
芬	ffc_
坟	fft_
愤	ffx_
奋	ffd_
纷	ffs_
酚	ffy_
忿	ffb_
氛	ffq_
吩	ffk_
玢	ffw_
汾	ffd2
峰	fge_
枫	fgm_
冯	fgd_
疯	fgb_
丰	fga_
锋	fgj_
奉	fgf_
逢	fgz_
缝	fgs_
蜂	fgi_
讽	fgy_
烽	fgh_
俸	fgr_
方	fhd_
房	fhh_
防	fhe_
芳	fhc_
坊	fht_
访	fhy_
仿	fhr_
纺	fhs_
彷	fhi_
舫	fhv_
妨	fhn_
枋	fhm_
肪	fho_
鲂	fha_
祊	fhp_
饭	fju_
凡	fjj_
范	fjc_
翻	fjp_
犯	fjq_
烦	fjh_
返	fjz_
樊	fjm_
泛	fjd_
贩	fjk_
畈	fjt_
矾	fju2
梵	fjm2
钒	fjj2
佛	for_
福	fup_
富	fub_
夫	fua_
负	fud_
府	fug_
服	fuo_
付	fur_
赴	fut_
符	fuv_
附	fue_
扶	fuf_
幅	fuj_
妇	fun_
芙	fuc_
咐	fuk_
覆	fux_
辅	fui_
氟	fuq_
缚	fus_
稃	fuh_
孵	ful_
驸	fum_
跗	fuz_
讣	fuy_
俯	fur2
敷	fuf2
弗	fuv2
蜉	fui2
菲	fwc_
妃	fwn_
肥	fwo_
废	fwg_
匪	fwk_
斐	fwf_
绯	fws_
沸	fwd_
扉	fwh_
诽	fwy_
痱	fwb_
狒	fwq_
榧	fwm_
否	fzb_
鲼	ffa_
鼢	ffj_
葑	fgc_
砜	fgu_
唪	fgk_
钫	fhj_
邡	fhf_
璠	fjw_
砆	fuu_
鲱	fwa_
镄	fwj_
缶	fzw_
发火	fah_
发力	fal_
发行	fax_
分割	ffg_
分红	ffh_
奋力	ffl_
分神	ffu_
分分钟	ffv_
风力	fgl_
凤尾	fgw_
奉献	fgx_
访客	fhk_
肺活量	fhl_
放手	fhu_
防伪	fhw_
副产品	fip_
反腐	fjf_
反查	fji_
凡人	fjr_
反之	fjv_
分界线	fjx_
分门别类	fmb_
废弃物	fqw_
粪土当年万户侯	ftd_
抚慰	fuw_
放射性	fux2
废了	fwl_
服务器	fwq2
费时	fwu_
飞舞	fww_
悱	fwx_
飞扬跋扈	fyb_
风言风语	fyf_
负责人	fzr_
筏	fav_
偾	ffr_
堼	fgt_
赋	fuk2
篚	fwv_
服务性	fwx2
氾	fjd2
夹	gaa_
噶	gak_
伽	gar_
轧	gai_
尕	gan_
尬	gau_
尬	gay_
胳	gao_
搞	gcf_
稿	gch_
膏	gcw_
镐	gcj_
皋	gcb_
羔	gcy_
杲	gco_
篙	gcv_
睾	gcp_
藁	gcc_
改	gdj_
盖	gdy_
概	gdm_
丐	gda_
溉	gdd_
赅	gdk_
戈	gea_
歌	ged_
格	gem_
隔	gee_
葛	gec_
割	geb_
蛤	gei_
搁	gef_
革	gen_
鸽	ger_
铬	gej_
嗝	gek_
硌	geu_
舸	gev_
胳	geo_
盖	gey_
圪	get_
骼	geg_
阁	gem2
根	gfm_
艮	gfv_
亘	gfa_
艮	gfe_
庚	ggg_
耿	gge_
颈	ggv_
耕	ggl_
梗	ggm_
羹	ggy_
哽	ggk_
埂	ggt_
港	ghd_
钢	ghj_
岗	ghe_
冈	ghk_
缸	ghf_
纲	ghs_
肛	gho_
杠	ghm_
鿍	ght_
感	gjw_
感	gjx_
敢	gjv_
甘	gja_
甘	gjn_
杆	gjm_
肝	gjo_
赣	gjl_
擀	gjf_
苷	gjc_
泔	gjd_
秆	gjh_
绀	gjs_
尴	gju_
关节炎	gjy_
乖	gkq_
拐	gkf_
广	gld_
逛	glz_
咣	glk_
胱	glo_
犷	glq_
广	glw_
郭	gow_
果	gol_
锅	goj_
虢	gop_
聒	goe_
埚	got_
观	gry_
馆	gru_
灌	grd_
罐	grf_
惯	grx_
棺	grm_
纶	grs_
莞	grc_
倌	grr_
鳏	gra_
盥	grp_
工	gsa_
供	gsr_
弓	gsv_
龚	gsl_
攻	gsg_
拱	gsf_
恭	gsc_
躬	gsu_
肱	gso_
觥	gsd_
蚣	gsi_
珙	gsw_
贡	gsg2
股	guo_
谷	gub_
顾	gui_
骨	gul_
孤	guz_
鼓	guu_
固	guk_
姑	gun_
雇	guh_
沽	gud_
估	gur_
菇	guc_
箍	guv_
钴	guj_
崮	gue_
羖	guy_
罟	gus_
鹘	gug_
贾	gux_
梏	gum_
鬼	gvp_
归	gvl_
桂	gvm_
龟	gvd_
规	gvf_
跪	gvz_
轨	gvi_
圭	gvt_
硅	gvu_
癸	gvv_
诡	gvy_
瑰	gvw_
鲑	gva_
晷	gvo_
皈	gvb_
刽	gvr_
给	gws_
瓜	gxp_
刮	gxq_
卦	gxt_
寡	gxb_
剐	gxk_
括	gxf_
棍	gym_
辊	gyi_
狗	gzq_
沟	gzd_
购	gzk_
勾	gzb_
钩	gzj_
苟	gzc_
拘	gzf_
垢	gzt_
媾	gzn_
诟	gzy_
笱	gzv_
佝	gzr_
岣	gze_
枸	gzm_
槁	gcm_
晐	gdo_
掴	gof_
尜	gax_
陔	gde_
垓	gdt_
戤	gdn_
荄	gdc_
纥	ges_
哿	gel_
袼	gep_
哏	gfk_
茛	gfc_
鲠	gga_
绠	ggs_
浭	ggd_
戆	ghl_
筻	ghv_
矼	ghu_
疳	gjb_
夬	gkv_
馘	gob_
蜾	goi_
腘	goo_
爟	grh_
唝	gsk_
鲴	gua_
刿	gve_
庋	gvg_
匦	gvk_
妫	gvn_
栝	gxm_
胍	gxo_
鲧	gya_
绲	gys_
磙	gyu_
衮	gyw_
觏	gza_
鞲	gzg_
缑	gzs_
遘	gzz_
各部门	gbm_
跟不上	gbu_
搞掂	gcd_
搞鬼	gcg_
高超	gci_
搞错了	gcl_
搞清	gcq_
高速	gcs_
高才生	gcu_
高效	gcx_
GDP	gdp_
跟得上	gdu_
辜负了	gfl_
恭恭敬敬	ggj_
钢笔	ghb_
共和国	ghg_
纲要	ghy_
国际歌	gjg_
公交车	gji_
公积金	gjj_
关键字	gjz_
刚开始	gku_
过两年	gln_
光纤	glx_
管理员	gly_
规模化	gmh_
革命性	gmx_
过渡	god_
国徽	goh_
国民	gom_
果实	gou_
裹挟	gox_
聒噪	goz_
惯例	grl_
关头	grt_
琯	grw_
过日子	grz_
公会	gsh_
共计	gsj_
攻破	gsp_
公益	gsy_
公子	gsz_
国土局	gtj_
光秃秃	gtt_
古文	guw_
高山族	guz2
桂花	gvh_
诡计	gvj_
龟速	gvs_
高屋建瓴	gwj_
公务员	gwy_
个性化	gxh_
更新了	gxl_
感兴趣	gxq2
管闲事	gxu_
过一遍	gyb_
狗咬吕洞宾	gyl_
改一下	gyx_
彀	gzu_
工作室	gzu2
𬒔	ggu_
旮	gaj_
郜	gcn_
淦	gjd2
咁	gjk_
坩	gjt_
呙	gok_
冠	grb_
贯	grv_
官网	grw2
宫	gsb_
汞	gsg3
堌	gut_
诂	guy2
诖	gxy_
刽子手	gzu3
蛤	hai_
哈	hak_
号	hck_
豪	hcw_
郝	hct_
皓	hcb_
耗	hcl_
昊	hco_
镐	hcj_
蒿	hcc_
蚝	hci_
貉	hcv_
濠	hcd_
海	hdd_
嗨	hdk_
害	hdb_
孩	hdz_
亥	hdw_
骇	hdm_
骸	hdg_
氦	hdq_
喝	hek_
河	hed_
核	hem_
贺	hel_
赫	het_
荷	hec_
褐	hep_
禾	heq_
诃	hey_
貉	hev_
曷	heo_
劾	hew_
涸	hed2
嗬	hek2
翯	hex_
恨	hfx_
狠	hfq_
痕	hfb_
哼	hgk_
衡	hgi_
亨	hgw_
蘅	hgc_
桁	hgm_
航	hhv_
巷	hhc_
杭	hhm_
吭	hhk_
夯	hhd_
绗	hhs_
行	hhi_
韩	hju_
喊	hjk_
寒	hjb_
汉	hjd_
函	hjl_
旱	hjo_
悍	hjx_
焊	hjh_
憨	hjv_
菡	hjc_
阚	hjm_
撼	hjf_
酣	hjy_
顸	hjg_
颔	hjr_
虷	hji_
鼾	hjz_
怀	hkx_
淮	hkd_
槐	hkm_
踝	hkz_
徊	hki_
坏	hkt_
晃	hlo_
慌	hlx_
荒	hlc_
煌	hlh_
凰	hlj_
谎	hly_
蝗	hli_
簧	hlv_
湟	hld_
隍	hle_
遑	hlz_
鳇	hla_
恍	hlx2
活	hod_
货	hor_
获	hoc_
霍	hoy_
祸	hop_
惑	hog_
豁	hob_
和	hoh_
嚯	hok_
镬	hoj_
锪	hoj2
环	hrw_
患	hri_
焕	hrh_
缓	hrs_
唤	hrk_
桓	hrm_
奂	hrd_
豢	hrj_
宦	hrb_
涣	hrd2
洪	hsd_
哄	hsk_
虹	hsi_
弘	hsg_
烘	hsh_
闳	hsm_
荭	hsc_
讧	hsy_
泓	hsd2
胡	huu_
虎	huh_
呼	huk_
互	hua_
护	huf_
斛	hud_
狐	huq_
忽	huw_
糊	hum_
蝴	hui_
弧	hug_
鹄	hun_
葫	huc_
笏	huv_
沪	hud2
灰	hvu_
惠	hva_
汇	hvd_
毁	hvj_
晖	hvo_
挥	hvf_
悔	hvx_
绘	hvs_
徽	hvi_
堕	hve_
烩	hvh_
荟	hvc_
桧	hvm_
珲	hvw_
麾	hvg_
会	hvr_
秽	hvh2
嘿	hwk_
花	hxc_
化	hxr_
画	hxa_
划	hxg_
滑	hxd_
哗	hxk_
桦	hxm_
铧	hxj_
猾	hxq_
骅	hxm2
魂	hye_
婚	hyn_
昏	hyu_
浑	hyd_
荤	hyc_
珲	hyw_
诨	hyy_
厚	hzi_
吼	hzk_
猴	hzq_
逅	hzz_
獾	hrq_
嬛	hrn_
铪	haj_
胲	hdo_
翮	hea_
纥	hes_
鞨	heg_
熇	heh_
颃	hhw_
犴	hjq_
崡	hje_
媓	hln_
攉	hof_
蠖	hoi_
耠	hol_
彟	hoe_
鲩	hra_
萑	hrc_
擐	hrf_
峘	hre_
㬊	hro_
竑	hsl_
黉	hsx_
硔	hsu_
惚	hux_
鄠	huy_
岵	hue_
昒	huo_
婳	hxn_
阍	hym_
瘊	hzb_
骺	hzg_
篌	hzv_
鲎	hzx_
糇	hzm_
鲘	hza_
还不如	hbr_
还不行	hbx_
浩瀚	hch_
好吗	hcm_
豪绅	hcu_
划等号	hdh_
好多了	hdl_
何妨	hef_
何尝	hei_
华尔街	hej_
何时	heu_
华尔兹	hez_
回锅肉	hgr_
花果山	hgu_
回归线	hgx_
缓冲行	hih_
汉奸	hjj_
花架子	hjz2
还可以	hky_
海陆空	hlk_
皇权	hlq_
璜	hlw_
火势	hou_
活着	hov_
换了	hrl_
换手	hru_
宏碁	hsq_
宏图	hst_
换汤不换药	htb_
回头一笑百媚生	hty_
黄鼠狼	hul_
很少人	hur_
回报	hvb_
徽章	hvv_
讳	hvy_
和为贵	hwg_
红外线	hwx_
话费	hxf_
很喜欢	hxh_
候选栏	hxl_
华为	hxw_
滑雪	hxx_
后腿	hzt_
后市	hzu_
𬌗	hey2
𬣳	hfy_
𬴃	hom_
𬭎	hsj_
𬭤	hzj_
盒	her_
姮	hgn_
捍	hjf2
邯	hjg2
蚶	hji2
癀	hlb_
好莱坞	hlw2
幻	hry_
逭	hrz_
訇	hsb_
蕻	hsc2
祜	hup_
怙	hux2
贿	hvk_
垕	hzp_
侯	hzr_
呼之欲出	hvy2
磺	hlu_
嗥	hck2
咍	hdk2
扞	hjf3
镮	hrj2
茶	iac_
查	iam_
插	iaf_
察	iab_
刹	iax_
喳	iak_
叉	iay_
碴	iau_
汊	iad_
姹	ian_
衩	iap_
朝	icu_
炒	ich_
吵	ick_
潮	icd_
抄	icf_
巢	icv_
钞	icj_
晁	ico_
绰	ics_
超	ict_
差	idy_
钗	idj_
侪	idr_
撤	ief_
澈	ied_
彻	iei_
坼	iet_
掣	iep_
车	iea_
晨	ifo_
趁	ift_
尘	ifx_
沉	ifd_
辰	ifi_
宸	ifb_
琛	ifw_
煁	ifh_
衬	ifp_
抻	iff_
棽	ifm_
谌	ify_
碜	ifu_
伧	ifr_
陈	ife_
城	igt_
呈	igk_
乘	igq_
诚	igy_
承	igv_
称	igh_
撑	igf_
橙	igm_
澄	igd_
丞	igl_
逞	igz_
惩	igi_
瞠	igo_
厂	iha_
场	iht_
唱	ihk_
常	ihx_
肠	iho_
畅	ihu_
偿	ihr_
娼	ihn_
昶	ihy_
苌	ihc_
猖	ihq_
徜	ihi_
阊	ihm_
赤	iit_
池	iid_
迟	iiz_
尺	iiu_
痴	iib_
齿	iiv_
驰	iim_
匙	iio_
耻	iie_
斥	iip_
弛	iig_
嗤	iik_
炽	iih_
豉	iia_
侈	iir_
茌	iic_
啻	iiw_
禅	ijp_
缠	ijs_
铲	ijj_
蝉	iji_
颤	ijw_
婵	ijn_
搀	ijf_
阐	ijm_
忏	ijx_
单	ijb_
潺	ijd_
踹	ikz_
啜	ikk_
床	ilg_
创	ilr_
闯	ilm_
幢	ilj_
疮	ilb_
怆	ilx_
龊	iov_
啜	iok_
绰	ios_
淖	iod_
辍	ioi_
穿	irb_
船	irv_
川	irp_
串	irl_
喘	irk_
椽	irm_
舛	irx_
钏	irj_
遄	irz_
䏝	iro_
重	isp_
虫	isv_
充	isw_
种	ish_
宠	isb_
崇	ise_
舂	isf_
憧	isx_
除	iue_
初	iup_
楚	ium_
储	iur_
厨	iui_
触	iud_
畜	iuw_
锄	iuj_
怵	iux_
础	iuu_
躇	iuz_
黜	iuh_
绌	ius_
搐	iuf_
蜍	iui2
锤	ivj_
垂	ivp_
捶	ivf_
槌	ivm_
炊	ivh_
陲	ive_
圌	ivk_
唇	iyi_
醇	iyy_
淳	iyd_
椿	iym_
鹑	iyw_
朐	iyo_
臭	izz_
丑	izv_
愁	izh_
仇	izr_
瞅	izo_
酬	izy_
绸	izs_
畴	izt_
瘳	izb_
惆	izx_
怅	ihx2
蚩	iiv2
谄	ijy_
铳	isj_
嵖	iae_
锸	iaj_
侘	iar_
蹅	iaz_
耖	icl_
怊	icx_
弨	icg_
虿	idw_
瘥	idb_
砗	ieu_
㬚	ieo_
龀	ifv_
裎	igp_
琤	igw_
螭	iii_
媸	iin_
巉	ije_
蒇	ijc_
躔	ijz_
旵	ijo_
啴	ijk_
搋	ikf_
噇	ilk_
踔	ioz_
惙	iox_
氚	irq_
茺	isc_
亍	iua_
倕	ivr_
惙	ivx_
莼	iyc_
䲠	iya_
杻	izm_
帱	izj_
婤	izn_
猹	iaq_
超卖	icm_
茝	idc_
吃得开	idk_
吃多了	idl_
成都市	idu_
唱大戏	idx_
撤诉	ies_
车展	iev_
出发点	ifd2
吃饭去	ifq_
城堡	igb_
承建	igj_
诚实	igu_
承销	igx_
尝到	ihd_
常理	ihl_
长篇	ihp_
常委	ihw_
场子	ihz_
迟了	iil_
持久战	ijv_
床上	ilu_
处女作	inz_
传道	ird_
吃软饭	irf_
串通	irt_
冲高	isg_
重组	isz_
橱柜	iug_
初衷	iuv_
出于	iuy_
称之为	ivw_
储物间	iwj_
吃香的喝辣的	ixd_
创业板	iyb_
春节	iyj_
差远了	iyl_
查一下	iyx_
踌躇	izi_
𬘭	ifs_
𬊤	ijh_
镲	iaj2
豺	idv_
嗔	ifk_
庱	igg_
摛	iif_
廛	ijg_
觇	ijl_
羼	iju_
蠢	iyf_
氅	ihx3
梴	ijm2
荆棘	jja_
记	jiy_
金	jbr_
近	jbz_
尽	jbi_
紧	jbl_
斤	jbp_
劲	jbv_
锦	jbj_
禁	jbm_
津	jbd_
谨	jby_
瑾	jbw_
靳	jbg_
烬	jbh_
荩	jbc_
矜	jbs_
噤	jbk_
巾	jbl2
缙	jbs2
及	jip_
级	jis_
即	jig_
集	jir_
机	jim_
计	jiy2
急	jid_
吉	jiu_
基	jiq_
己	jiv_
技	jif_
击	jia_
寄	jib_
剂	jiw_
忌	jij_
肌	jio_
辑	jii_
迹	jiz_
亟	jil_
际	jie_
藉	jic_
蓟	jic2
唧	jik_
季	jih_
圾	jit_
嫉	jin_
悸	jix_
继	jis2
系	jip2
骥	jim2
戟	jiu2
稽	jih2
觊	jie2
玑	jiw2
笈	jiv2
竟	jkl_
静	jkf_
净	jkd_
颈	jkv_
井	jka_
京	jkw_
敬	jkc_
惊	jkx_
镜	jkj_
晶	jko_
境	jkt_
婧	jkn_
径	jki_
兢	jku_
痉	jkb_
儆	jkr_
阱	jke_
靖	jkl2
荆	jkc2
憬	jkx2
腈	jko2
经	jks_
讲	jly_
降	jle_
蒋	jlc_
疆	jlg_
僵	jlr_
匠	jlk_
缰	jls_
豇	jla_
建	jmz_
兼	jmb_
键	jmj_
减	jmd_
简	jmv_
捡	jmf_
尖	jmx_
坚	jml_
监	jml2
肩	jmh_
奸	jmn_
检	jmm_
荐	jmc_
碱	jmu_
艰	jmy_
柬	jma_
腱	jmo_
缄	jms_
溅	jmd2
煎	jmb2
谏	jmy2
笕	jmv2
脚	jno_
教	jnl_
交	jnw_
较	jni_
觉	jnx_
角	jnd_
娇	jnn_
焦	jnr_
嚼	jnk_
搅	jnf_
缴	jns_
礁	jnu_
骄	jnm_
蕉	jnc_
窖	jnb_
鲛	jna_
剿	jnv_
狡	jnq_
跤	jnz_
铰	jnj_
峤	jne_
酵	jny_
醮	jny2
姐	jpn_
借	jpr_
节	jpc_
街	jpi_
界	jpt_
皆	jpb_
结	jps_
杰	jpm_
戒	jpg_
洁	jpd_
揭	jpf_
阶	jpe_
截	jpu_
桀	jpx_
竭	jpl_
嗟	jpk_
诫	jpy_
孑	jpv_
秸	jph_
睫	jpo_
酒	jqd_
救	jqq_
旧	jql_
揪	jqf_
玖	jqw_
纠	jqs_
舅	jqj_
究	jqb_
啾	jqk_
厩	jqi_
阄	jqm_
赳	jqt_
疚	jqb2
捐	jrf_
娟	jrn_
倦	jrr_
绢	jrs_
鹃	jrk_
涓	jrd_
镌	jrj_
炯	jsh_
迥	jsz_
窘	jsb_
觉	jtx_
绝	jts_
决	jtd_
诀	jty_
嚼	jtk_
爵	jtp_
倔	jtr_
掘	jtf_
厥	jti_
蕨	jtc_
崛	jte_
蹶	jtz_
橛	jtm_
矍	jto_
獗	jtq_
鳜	jta_
埆	jtt_
局	juu_
句	jub_
聚	jue_
具	juq_
距	juz_
巨	juk_
菊	juc_
俱	jur_
拒	juf_
橘	jum_
锯	juj_
鞠	jug_
瞿	juo_
炬	juh_
沮	jud_
且	jul_
琚	juw_
裾	jup_
车	jua_
趄	jut_
龃	juv_
惧	jux_
驹	jum2
飓	juj2
遽	juz2
假	jxr_
架	jxl_
嫁	jxn_
嘉	jxu_
贾	jxx_
夹	jxa_
迦	jxz_
钾	jxj_
挟	jxf_
珈	jxw_
枷	jxm_
稼	jxh_
荚	jxc_
岬	jxe_
笳	jxv_
胛	jxo_
浃	jxd_
镓	jxj2
郡	jyy_
俊	jyr_
菌	jyc_
骏	jym_
钧	jyj_
峻	jye_
君	jyv_
浚	jyd_
竣	jyl_
炅	jso_
妗	jbn_
慬	jbx_
獍	jkq_
迳	jkz_
耩	jll_
糨	jlm_
礓	jlu_
膙	jlo_
鞯	jmg_
裥	jmp_
鲒	jpa_
鬏	jqa_
㠇	jqe_
蠲	jrb_
狷	jrq_
棬	jrm_
嶲	jre_
坰	jst_
䌹	jss_
爝	jth_
孓	jtv_
玦	jtw_
砄	jtu_
醵	juy_
蛱	jxi_
麇	jyg_
焌	jyh_
鋆	jyt_
晙	jyo_
几百年	jbn2
记不清	jbq_
记不住	jbv2
借贷方	jdf_
景德镇	jdv_
决定性	jdx_
金发碧眼	jfb_
解放军	jfj_
甲方乙方	jfy_
见怪不怪	jgb_
见鬼了	jgl_
几个钱	jgq_
井冈山	jgu_
紧箍咒	jgv_
金龟婿	jgx_
绝活儿	jhe_
交换台	jht_
嫁祸于	jhy_
警察局	jij2
精简版	jjb_
加减法	jjf_
将计就计	jjj_
晋级赛	jjs_
济济一堂	jjy_
教科书	jku2
精英	jky_
浆糊	jlh_
奖金	jlj_
建成	jmi_
剑鞘	jmq_
加拿大	jnd2
浇灌	jng_
叫唤	jnh_
吉尼斯	jns2
捷径	jpj_
柬埔寨	jpv2
解围	jpw_
纠葛	jqg_
机器人	jqr_
进取心	jqx_
久远	jqy_
焆	jrh_
剪贴板	jtb_
镢	jtj_
警惕性	jtx2
记事本	jub2
竞争力	jvl_
截止至	jvv_
就这样	jvy_
局限性	jxx2
仅限于	jxy_
捃	jyf_
军棋	jyq_
军师	jyu_
珺	jyw_
军衔	jyx_
墐	jbt_
馑	jbu_
嵇	jih3
冀	jil2
麖	jkg_
粳	jkm_
劲	jkv2
奖	jld_
贱	jmk_
剑	jmr_
戬	jmy3
臼	jqp_
尖锐化	jrh2
泂	jsd_
交通局	jtj2
犋	jun_
痂	jxb_
皲	jyb_
龟	jyd2
九月份	jyf2
局域网	jyw2
君	jyy2
囧	jsk_
琎	jbw2
僭	jmr2
咖	kak_
卡	kau_
考	kcl_
烤	kch_
拷	kcf_
铐	kcj_
尻	kcu_
犒	kcn_
栲	kcm_
凯	kde_
楷	kdm_
慨	kdx_
揩	kdf_
开	kda_
科	keh_
客	keb_
咳	kek_
颗	keg_
壳	keu_
刻	kew_
棵	kem_
渴	ked_
苛	kec_
恪	kex_
轲	kei_
坷	ket_
瞌	keo_
岢	kee_
啃	kfk_
恳	kfg_
龈	kfv_
珢	kfw_
吭	kgk_
铿	kgj_
坑	kgt_
康	khg_
扛	khf_
炕	khh_
亢	khw_
糠	khm_
慷	khx_
伉	khr_
砍	kju_
刊	kjg_
侃	kjr_
勘	kjq_
槛	kjm_
瞰	kjo_
块	kkt_
筷	kkv_
蒯	kkc_
脍	kko_
浍	kkd_
狂	klq_
矿	klu_
框	klm_
筐	klv_
匡	klk_
旷	klo_
邝	klg_
圹	klt_
阔	kom_
括	kof_
廓	kog_
款	kru_
髋	krg_
宽	krb_
孔	ksz_
控	ksf_
恐	ksg_
崆	kse_
倥	ksr_
哭	kuk_
苦	kuc_
库	kug_
裤	kup_
枯	kum_
窟	kub_
绔	kus_
酷	kuy_
魁	kvg_
葵	kvc_
溃	kvd_
愧	kvx_
盔	kvu_
揆	kvf_
睽	kvo_
傀	kvr_
逵	kvz_
匮	kvk_
岿	kve_
馗	kvj_
篑	kvv_
跨	kxz_
垮	kxt_
胯	kxo_
挎	kxf_
夸	kxd_
坤	kyt_
昆	kyo_
捆	kyf_
琨	kyw_
锟	kyj_
鲲	kya_
扣	kzf_
寇	kzb_
叩	kzk_
蔻	kzc_
贶	klk2
诳	kly_
胩	kao_
洘	kcd_
蒈	kdc_
垲	kdt_
炌	kdh_
铪	kej_
氪	keq_
缂	kes_
牁	kep_
裉	kfp_
硁	kgu_
钪	khj_
𡐓	kht_
𩾌	kha_
莰	kjc_
崁	kje_
哙	kkk_
狯	kkq_
㧟	kkf_
鲙	kka_
夼	kld_
纩	kls_
蛞	koi_
漷	kod_
箜	ksv_
矼	ksu_
刳	kud_
喾	kux_
矻	kuu_
朏	kuo_
蝰	kvi_
煃	kvh_
侉	kxr_
姱	kxn_
焜	kyh_
醌	kyy_
壸	kyu_
眍	kzo_
筘	kzv_
竘	kzl_
看不出	kbi_
靠不住	kbv_
看得懂	kdd_
看得惯	kdg_
看得出	kdi_
肯德基	kdj_
看到了	kdl_
看得起	kdq_
看电视	kdu_
靠得住	kdv_
看电影	kdy_
客服	kef_
堪称	kji_
看见了	kjl_
快了	kkl_
空当	ksd_
空缺	ksq_
跨时代	kud2
跨世纪	kuj_
口水战	kuv_
亏钱	kvq_
跨过	kxg_
可以了	kyl_
扣缴	kzj_
扣税	kzu_
刻意	key_
掯	kff_
堪	kjt_
侩	kkr_
埪	kst_
夔	kvb_
骙	kvm_
裈	kyp_
崑	kye_
辣	lal_
腊	lao_
蜡	lai_
剌	lau_
落	lac_
垃	lat_
邋	laz_
喇	lak_
琳	lbw_
临	lbl_
霖	lby_
淋	lbd_
邻	lbr_
拎	lbf_
磷	lbu_
鳞	lba_
蔺	lbc_
粼	lbm_
嶙	lbe_
啉	lbk_
辚	lbi_
躏	lbz_
捞	lcf_
劳	lcc_
佬	lcr_
牢	lcb_
络	lcs_
唠	lck_
烙	lch_
姥	lcn_
涝	lcd_
酪	lcy_
崂	lce_
赖	ldu_
莱	ldc_
濑	ldd_
癞	ldb_
睐	ldo_
籁	ldv_
徕	ldi_
崃	lde_
来	lda_
勒	leg_
肋	leo_
乐	lep_
愣	lgx_
狼	lhq_
郎	lhd_
廊	lhg_
琅	lhw_
啷	lhk_
螂	lhi_
榔	lhm_
莨	lhc_
锒	lhj_
李	lim_
离	liw_
力	liv_
利	lih_
例	lir_
哩	lik_
丽	lia_
礼	lip_
荔	lic_
历	lii_
栗	lix_
狸	liq_
锂	lij_
漓	lid_
郦	lil_
罹	lis_
砾	liu_
痢	lib_
雳	liy_
娌	lin_
逦	liz_
厘	lii2
璃	liw2
莉	lic2
骊	lim2
蠡	liv2
俚	lir2
鹂	lil2
蓝	ljc_
兰	ljb_
烂	ljh_
懒	ljx_
岚	lje_
拦	ljf_
栏	ljm_
滥	ljd_
篮	ljv_
览	ljl_
缆	ljs_
斓	ljw_
谰	ljy_
啉	ljk_
褴	ljp_
令	lkr_
凌	lkd_
零	lky_
岭	lke_
玲	lkw_
铃	lkj_
菱	lkc_
龄	lkv_
棱	lkm_
绫	lks_
蛉	lki_
呤	lkk_
囹	lkk2
羚	lky2
泠	lkd2
梁	lld_
亮	llw_
辆	lli_
靓	llf_
俩	llr_
粮	llm_
谅	lly_
莨	llc_
踉	llz_
两	lla_
粱	lld2
脸	lmo_
练	lms_
联	lme_
莲	lmc_
恋	lmw_
链	lmj_
炼	lmh_
怜	lmx_
廉	lmg_
帘	lmb_
敛	lmr_
殓	lmd_
楝	lmm_
鲢	lma_
聊	lne_
料	lnm_
了	lnv_
廖	lng_
辽	lnz_
疗	lnb_
撩	lnf_
燎	lnh_
僚	lnr_
潦	lnd_
蓼	lnc_
嘹	lnk_
缭	lns_
獠	lnq_
镣	lnj_
瞭	lno_
咯	lok_
洛	lod_
裸	lop_
萝	loc_
螺	loi_
烙	loh_
摞	lof_
箩	lov_
锣	loj_
逻	loz_
骡	lom_
雒	low_
硌	lou_
咧	lpk_
猎	lpq_
劣	lpu_
鬣	lpa_
趔	lpt_
六	lqw_
留	lqp_
流	lqd_
柳	lqm_
瘤	lqb_
硫	lqu_
遛	lqz_
陆	lqe_
绺	lqs_
镏	lqj_
骝	lqm2
卵	lrp_
