久旱逢甘霖，他乡遇故知。洞房花烛夜，金榜题名时。	sdlu
物以类聚人以群分	wylf
无牙区带蒂移植瓣	wyqb
我怎么用不到你呀	wzmy
西安电子科技大学	xadx
行不改姓坐不改名	xbgm
西北农林科技大学	xbnx
小儿氨酚那敏颗粒	xeal
小儿化痰止咳冲剂	xehj
小儿化痰止咳颗粒	xehl
小儿热速清口服液	xery
小儿速效感冒冲剂	xesj
兴奋性突触后电位	xfxw
循化撤拉族自治县	xhix
学好三年学坏三天	xhst
下颌神经阻滞麻醉	xhuz
小孩子不要看暴漫	xhzm
腺垂体机能减退症	xitv
小计算机系统接口	xjsk
新疆维吾尔自治区	xjwq
休克尔分子轨道法	xkef
迅雷不及掩耳盗铃	xlbl
向量蒙特卡罗方法	xlmf
小笼子关不住大鸟	xlzn
新霉素氟轻松乳膏	xmsg
先期砾石充填筛管	xqlg
学如不及犹恐失之	xrbv
肖特基势垒二极管	xtjg
系统设计规格说明	xtum
刑事附带民事诉讼	xufs
欣圣康肾炎康胶囊	xukn
牺牲阳极电流效率	xuyl
雄壮回春如意胶囊	xvhn
项庄舞剑意在沛公	xvwg
晓之以理动之以情	xvyq
显微放射自显影术	xwfu
心想词成落笔如飞	xxcf
心想字成落笔如飞	xxzf
心有猛虎细嗅蔷薇	xymw
一般人我不告诉他	ybrt
一波未平一波又起	ybwq
一次不忠百次不用	ycby
应当立案而不立案	ydla
盐打哪咸醋打哪酸	ydns
有福共享有难同当	yfgd
一分耕耘一分收获	yfgh
有福同享有难同当	yftd
一方水土养一方人	yfur
一个天上一个地下	ygt_
一个愿打一个愿挨	ygya
一杆子打翻一船人	ygzr
有话就说有屁就放	yhjf
沿河土家族自治县	yhtx
鱼和熊掌不可兼得	yhxd
又唱个新词故相恼	yign
域际策略路由选择	yjcz
眼睛里揉不进沙子	yjlz
一家人不说两家话	yjrh
玉龙纳西族自治县	ylnx
亚硫酸氢钠甲萘醌	ylsk
有难同当有福同享	yntx
鱼怕离水草怕见霜	yplu
与朋友交而不信乎	ypyh
燕雀安知鸿鹄之志	yqav
以其昏昏使人昭昭	yqhv
烟气集中排放系统	yqjt
要钱没有要命一条	yqmt
以其真正形式付款	yqvk
一日不见如隔三秋	yrbq
一人得道鸡犬升天	yrdt
一人吃饱全家不饿	yrie
盐酸曲普利定胶囊	ysqn
牙髓牙周联合病变	ysyb
窈窕淑女君子好逑	ytuq
因特网研究指导组	ytwz
言之谆谆听之藐藐	yvvm
一张嘴难说两家话	yvzh
阎王好见小鬼难缠	ywhi
一文钱难倒英雄汉	ywqh
烟雾探测报警系统	ywtt
岩性透镜体油气藏	yxtc
乙酰水杨酸肠溶片	yxup
射影空间的上同调	yykd
有则改之无则加勉	yzgm
远在天边近在眼前	yztq
自动布图设计系统	zdbt
在短短的几年之内	zddn
子非鱼安知鱼之乐	zfyl
走过路过不要错过	zglg
最高人民法院院长	zgri
再今阿莫西林颗粒	zjal
钻井参数传感装置	zjcv
自己打自己的嘴巴	zjdb
钻井船监控摄象机	zjij
钻井液密度显示器	zjyq
总离子强度缓冲剂	zlzj
姊妹染色单体交换	zmrh
在某些特殊情况下	zmxx
增强型场效晶体管	zqxg
泽斯特锚凹附着体	zstt
子通过透明介质时	ztgu
在特在通常情况下	ztzx
黯黯只寻来处路	aavl
阿布德巴扎罗娃	abdw
阿贝尔遍历定理	abel
爱把歌喉当筵逞	abgi
岸边杨柳最怜伊	abyy
阿德勒心理治疗	adll
暗淡轻黄体性柔	adqr
安得千寻横铁锁	adqs
爱到深处无怨尤	aduy
埃尔米特二次型	aemx
阿伏伽德罗常量	afgl
按国家有关规定	agjd
安徽教育出版社	ahju
螯合离子交换剂	ahlj
安徽省人民政府	ahuf
暗拆海棠红粉面	aihm
氨甲苯酸注射液	ajby
氨基苷类抗生素	ajgs
岸夹桃花锦浪生	ajtu
暗将往事思量遍	ajwb
爱酒扬雄浑不管	ajyg
阿胶益寿口服液	ajyy
暗里忽惊山鸟啼	alht
暗里回眸深属意	alhy
奥林匹克运动会	alph
艾里莆与赛乃姆	alpm
埃拉托色尼筛法	altf
阿姆斯特朗公理	amsl
澳门特别行政区	amtq
爱你不是两三天	anbt
爱你痛到不知痛	antt
爱你在心口难开	anzk
爱渠入眼南山碧	aqrb
傲然自取玉为衣	arzy
阿塞拜疆共和国	asbg
昂萨格倒易关系	asgx
暗随流水到天涯	asly
奥斯特洛夫斯基	astj
爱他风雪忍他寒	atfh
安提瓜和巴布达	atgd
氨糖美辛肠溶片	atmp
爱上单眼皮男生	audu
爱沙尼亚共和国	aung
暗中摸索总非真	avmv
挨着勤的没懒的	avqd
爱之适足以害之	avuv
艾枝应压愁鬟乱	avyl
安装一直有问题	avyt
埃瓦尔德衍射球	aweq
氨烷基亚磷酰胺	awja
阿维克克拉霉素	awks
爱香爱暖金杯满	axam
胺型表面活性剂	axbj
按下葫芦浮起瓢	axhp
爱闲能有几人来	axnl
爱闲真与世相违	axvw
安用丹砂巧驻颜	aydy
爱要怎么说出口	ayzk
矮子里面拔大个	azlg
爱在心里口难开	azxk
别岸扁舟三两只	babv
别岸相逢何草草	baxc
不帮你还能帮谁	bbnu
保镖优质避孕套	bbyt
并不以此为满足	bbyz
碧草池塘春又晚	bciw
不等二价染色体	bdet
不到长城非好汉	bdih
病毒性腹泻病毒	bdxd
波尔多红葡萄酒	bedj
巴尔干半岛各国	begg
白俄罗斯共和国	belg
本额一去似流水	beyu
北风吹雁雪纷纷	bfif
不泛千锺应不醉	bfqz
白发人送黑发人	bfrr
白发书生神州泪	bful
波光潋滟柳条柔	bglr
不管清寒与攀摘	bgqv
不管人愁独自圆	bgry
不管三七二十一	bgsy
不给糖果就捣乱	bgtl
不管他人瓦上霜	bgtu
不管桃花依旧笑	bgtx
不敢越雷池一步	bgyb
不拘一格降人才	bgyc
不规则三角网格	bgzg
饱汉不知饿汉饥	bhbj
闭环电波探测器	bhdq
不患寡而患不安	bhga
不患寡而患不均	bhgj
不患贫而患不均	bhpj
半壶秋水荐黄花	bhqh
不吃馒头争口气	bimq
步长脑心通胶囊	binn
背窗雪落炉烟直	bixv
宝剑锋从磨砺出	bjfi
不见棺材不落泪	bjgl
边疆处处赛江南	bjin
把酒攀条惜绛蕤	bjpr
把酒送春春不语	bjsy
不见兔子不撒鹰	bjty
不及汪伦送我情	bjwq
不记相逢曾解佩	bjxp
步进阻抗变换器	bjzq
不看僧面看佛面	bksm
不可天下人负我	bktw
碧空无际卷苍茫	bkwm
半开玩笑半认真	bkwv
不堪向晚檐前雨	bkxy
不可约张量算符	bkyf
玻璃化转变温度	blhd
别来锦字终难偶	bljo
玻璃离子粘固剂	bllj
拔了萝卜地皮宽	bllk
步莲秾李伴人归	blng
贝灵牛磺酸颗粒	blnl
布鲁纳教学原则	blnz
别来隋柳几经秋	blsq
别来有负谒灵祠	blyc
别来已是二十年	blyn
别来已白数茎头	blyt
不明空中飞行物	bmkw
不眠特地重相忆	bmty
百年才觉古风回	bnch
百年都似散余霞	bndx
不奈情多无处足	bnqz
卜年无用考灵龟	bnwg
白鸟无言定自愁	bnwi
别拿无知当个性	bnwx
百年心事老相催	bnxc
百年修得同船渡	bnxd
碧藕花中醉过秋	bohq
别浦高楼曾漫倚	bpgy
不平衡运输问题	bpht
不怕楼高酒力寒	bplh
别嘌呤醇核苷酸	bpls
冰盘围坐此件优	bpwy
表皮形态发生素	bpxs
把情感收藏起来	bqgl
拔起萝卜带出泥	bqln
八千里路云和月	bqly
比去年同期下降	bqnj
半入江风半入云	brjy
不如怜取眼前人	brlr
不如且醉尊前景	brqj
不如随分尊前醉	brsz
别让我一个人醉	brwz
不如相忘于江湖	brxh
不如意事常八九	bryj
不似残花一样愁	bsci
不似层层带雪看	bsck
百岁诞辰纪念日	bsdr
白色海绵状斑痣	bshv
不似流莺取次飞	bslf
鬓丝撩乱纶巾折	bslv
百岁年光谁得到	bsnd
不似年时酒量宽	bsnk
博斯普鲁斯海峡	bspx
百岁相看能几个	bsxg
半蓑烟雨旧衣冠	bsyg
闭塞眼睛捉麻雀	bsyq
把他按在地板上	btau
碧天如水月如眉	btrm
巴特沃思滤波器	btwq
不识庐山真面目	bulm
白沙黎族自治县	bulx
别时容易见时难	burn
不受人间莺蝶知	burv
别时携手看春色	buxs
背着抱着一般沉	bvbi
不知道什么时候	bvdh
扁舟短棹归兰浦	bvdp
不战而屈人之兵	bve_
不战而屈人之兵	bveb
不撞南墙不回头	bvnt
碧梧和露滴清秋	bwhq
八味和胃口服液	bwhy
不谓兰诚金石固	bwlg
薄雾浓云愁永昼	bwnv
不为旁人移步懒	bwpl
不完全强直收缩	bwqs
不问三七二十一	bwsy
不为五斗米折腰	bwwy
不须悔唱关山曲	bxhq
变形马蒂厄方程	bxmi
本溪满族自治县	bxmx
不信人间有白头	bxrt
病香无力傍栏干	bxwg
不向尊前同一醉	bxzz
八月桂花遍地开	bygk
白云出岫本无心	byix
布宜诺斯艾利斯	byns
不用菩萨骂菩萨	byps
白云千载空悠悠	byqy
碧云天共楚宫遥	byty
白鱼双尾玉刀明	byum
白玉为堂金做马	bywm
表演型人格障碍	byxa
鬓云新结翠鬟轻	byxq
白云乡里有温柔	byxr
不遭人妒是庸才	bzrc
不作死就不会死	bzss
八字山前听雨眠	bzum
不在汕人掌上盘	bzup
变作笙歌花底去	bzuq
不足为外人道也	bzwy
便纵有千种风情	bzyq
此般风味应无价	cbfj
采罢江边月满楼	cbjl
彩鞭金胜一时无	cbjw
翠被任熏终不暖	cbrn
仓禀实而知礼节	cbuj
彩笔新题断肠句	cbxj
错把油门当刹车	cbyi
匆匆春归没计遮	cciv
嘈嘈切切错杂弹	ccqt
从此乾坤齐历数	ccqu
匆匆醉里题诗满	cczm
匆匆纵得邻香雪	cczx
搓得蛾儿黄欲就	cdej
此地人间何处有	cdry
此地无银三百两	cdwl
翠娥执手送临歧	cevq
翠娥羞黛怯人看	cexk
从国家利益出发	cgjf
从古将军自有真	cgjv
从革命利益出发	cgmf
此花不与群花比	chbb
此恨绵绵无绝期	chmq
残花浅酒片时清	chqq
沧海月明珠有泪	chyl
此处无银三百两	ciwl
残春又逐花飞去	ciyq
曾经沧海难为水	cjcu
从教红白一时开	cjhk
从今袅袅盈盈处	cjni
残酒欲醒中夜起	cjyq
参考图书馆馆长	ckti
此郎标韵世间稀	clbx
仓廪实而知礼节	cluj
曹刘坐啸虎生风	clzf
聪明反被聪明误	cmfw
采蘑菇的小姑娘	cmgn
翠眉蝉鬓生离诀	cmij
村南村北响缫车	cnci
残年祭杖与纶巾	cnjj
促凝血酶原激酶	cnxm
曾批给雨支风券	cpgq
促拍尽随红袖举	cpjj
刺破青天锷未残	cpqc
采取不正当手段	cqbd
此情空道两绸缪	cqkm
此情可待成追忆	cqky
此曲只应天上有	cqvy
此情无计可消除	cqwi
此情销得是何年	cqxn
从前早是多成破	cqzp
残丝乱絮东西岸	csla
催送新凉风有意	csxy
草色烟光残照里	csyl
翠藤共闲穿径竹	ctgv
刺桐花下越台前	cthq
从头收拾旧山河	ctuh
层台胜日频高眺	ctut
曹腾午睡扶头怯	ctwq
财上分明大丈夫	cuff
草珊瑚甘草良咽	cuhy
从什么时候开始	cumu
测试码生成程序	cumx
此事如何著得侬	curn
此生三度试甘酸	cuss
促肾上腺皮质素	cuus
此时无声胜有声	cuwu
村庄儿女各当家	cvej
彩舟载得离愁动	cvzd
曾为梅花醉不归	cwmg
此心安处是吾乡	cxax
曾许不负莺花愿	cxby
草薰风暖摇征辔	cxfp
从心所欲不逾矩	cxsj
葱形饰尖形拱顶	cxud
磁性柱塞抽油泵	cxvb
翠袖盈盈在眼前	cxyq
此一时，彼一时	cyuu
沧源佤族自治县	cywx
曹禺戏剧文学奖	cyxj
彩云易散琉璃脆	cyyc
掺杂多晶硅扩散	czds
错综复杂的剧情	czfq
操作系统处理器	czxq
掺杂氧化物扩散	czys
都安瑶族自治县	dayx
点背不能赖社会	dbbh
对别的女孩子笑	dbdx
独步花阴情绪乱	dbhl
道不同不相为谋	dbtm
打遍天下无敌手	dbtu
逗得安排金粟遍	ddab
叠叠层云欲荡胸	ddcx
多多码表编辑器	ddmq
第二步战略目标	debb
第二次世界大战	decv
道尔顿分压定律	dedl
东方不亮西方亮	dfbl
东风不管春归去	dfbq
东方光驱魔术师	dfgu
但逢节序添诗轴	dfjv
东风临夜冷于秋	dflq
东方黎族自治县	dflx
东风恰向灯前到	dfqd
东风轻软弄帘帏	dfqw
洞房昨夜春风起	dfzq
大规模集成电路	dgml
多个朋友多条路	dgpl
东归燕从海上去	dgyq
大海啊我的故乡	dhax
电荷存储二极管	dhcg
带号测度全变差	dhcx
电荷阶跃极谱法	dhjf
大祸临头各自飞	dhlf
电荷耦合存储器	dhoq
对花情味只天知	dhqv
电化学反射光谱	dhxp
大肠杆菌噬菌体	digt
当初谩留华表语	dimy
但怅望兰舟容与	diwy
但觉暗添双鬓雪	djax
多聚甲醛干髓剂	djjj
杜鹃空办鹤林秋	djkq
胆碱能分化因子	djnz
缔结条约程序法	djtf
顶空气相色谱法	dkqf
打开天窗说亮话	dkth
渡口双双飞白鸟	dkun
对抗性条件作用	dkxy
倒了八辈子血霉	dlbm
东邻蚕种已生些	dlcx
电路交换数据网	dljw
狄利克雷特征标	dlkb
电流开关型逻辑	dlkj
断来能有几回肠	dlni
得了便宜还卖乖	dlpg
得来全不费工夫	dlqf
丢了西瓜捡芝麻	dlxm
等离子体色谱法	dlzf
地理坐标参考系	dlzx
斗靡夸多费览观	dmkg
多媒体卡管理器	dmtq
大难临头各自飞	dnlf
东南楼上还相顾	dnlg
当年拚却醉颜红	dnph
当男人爱上女人	dnrr
堤内损失堤外补	dnsb
当年宋玉悲如许	dnsx
当年弹铗五陵间	dntj
东南亚国家联盟	dnym
电平漂移二极管	dppg
打破砂锅问到底	dpud
迪庆藏族自治州	dqcv
多情蜂蝶早飞来	dqfl
短墙梅粉香初透	dqmt
丹青难写是精神	dqnu
道琼斯工业股票	dqsp
大人不记小人过	drbg
道人憔悴春窗底	drqd
得饶人处且饶人	drrr
第三次世界大战	dscv
第三代移动通信	dsdx
得似浮云也自由	dsfy
艾森克人格问卷	dskj
单色显示适配器	dsxq
待他暗后得看来	dtal
低头不见抬头见	dtbj
打头风浪恶禁持	dtfi
动态链接库文件	dtlj
东亭南馆逢迎地	dtnd
大树底下好乘凉	dudl
丁是丁，卯是卯	dudm
大水冲了龙王庙	duim
大水量灭火系统	dult
当时若不登高望	durw
但使主人能醉客	duvk
道是无晴却有晴	duwq
大丈夫何患无妻	dvfq
得志猫儿雄过虎	dvmh
端着丝粒染色体	dvst
多种组合维生素	dvzs
对外经济贸易部	dwjb
带我装逼带我飞	dwvf
独无尊酒酬端午	dwzw
多行不义必自毙	dxbb
大学本科毕业证	dxbv
胆小不得将军做	dxbz
断香残香情怀恶	dxce
大限来时各自飞	dxlf
多项式对数时间	dxuj
第一次世界大战	dycv
断云飞雨又经年	dyfn
东一榔头西一棒	dylb
都缘一点在心头	dyyt
独自风流独自香	dzfx
电子感应加速器	dzgq
电子工业出版社	dzgu
独自凄凉人不问	dzqw
肚子疼怨灶王爷	dzty
电子束曝光系统	dzut
儿辈从教画鬼符	ebcf
儿辈雌黄堪一笑	ebcx
儿辈功名都付与	ebgy
二百海里海洋权	ebhq
二苯甲基胺树脂	ebjv
峨边彝族自治县	ebyx
二次型性能指标	ecxb
饿狗不忘千年屎	egbu
二更酒醒船初发	egjf
娥寒初破东风影	ehiy
儿茶酚胺类激素	eifs
儿茶酚胺能受体	eift
而今白发羞垂领	ejbl
二尖瓣关闭不全	ejbq
而今独自睚昏黄	ejdh
二级同位素效应	ejty
而今识尽愁滋味	ejuw
而今正是欢游夕	ejvx
而今误我秦楼约	ejwy
二甲氧三苯甲基	ejyj
恶龙不斗地头蛇	elbu
萼绿华歌清韵袅	elhn
二磷酸肌醇磷脂	elsv
俄落盏中如有恋	elvl
二年三度负东君	ensj
恩情不怕凉飙至	eqbv
二氢蝶啶还原酶	eqdm
而其人皆适在此	eqrc
二氢叶酸还原酶	eqym
二三子者今如此	eszc
儿孙自有儿孙福	eszf
儿童怪我老来征	etgv
儿童且莫唱室都	etqd
而石湖畏寒不出	euhi
二十四味润喉糖	eust
二审维持了原判	euwp
二十五味松石丸	euww
而是我年轻的心	euwx
二十余年如一梦	euym
峨山彝族自治县	euyx
恶竹应须斩万竿	evyg
二万五千里长征	ewwv
恶性多形性腺瘤	exdl
俄歇电子能谱学	exdx
恶性成釉细胞瘤	exil
儿行千里母担忧	exqy
二异丙基氟磷酸	eybs
二月春风似剪刀	eyid
恶语伤人六月寒	eyuh
二月之间泽以此	eyvc
儿子门生个个迟	ezmi
奋不顾身的爱情	fbgq
分布式人工智能	fbun
反不正当竞争法	fbvf
凤饼未残云脚乳	fbwr
芳草满庭花满树	fcmu
芳草年年与恨长	fcni
芳草萋萋鹦鹉洲	fcqv
服从为负责之本	fcwb
粉蝶儿和晋臣赋	fdef
非独立粒子系集	fdlj
范德蒙德行列式	fdmu
范德瓦耳斯方程	fdwi
粉蝶无情蜂已去	fdwq
反厄尔尼诺现象	feex
粉娥窥影两神仙	fekx
复方氨酚烷胶囊	ffan
复方艾罗补脑汁	ffav
芳菲次第还相续	ffcx
纷纷蜂蝶斗轻狂	fffk
拂拂风前度暗香	fffx
仿佛么弦犹在耳	ffme
纷纷飘坠的音符	ffpf
复方酮康唑乳膏	fftg
复方碳酸氢钠片	fftp
非放射性示踪物	ffuw
风光不与四时同	fgbt
富贵定要安本分	fgdf
非共生固氮生物	fguw
风撼芳条香馥馥	fhff
复合硅酸盐水泥	fhgn
飞红若到西湖底	fhrd
凤凰山上雨初晴	fhuq
复合辛普森公式	fhxu
风吹草低见牛羊	ficy
非常规油气资源	figy
覆巢之下无完卵	fivl
放将百和香云绕	fjbr
放教春涨绿浮天	fjit
防君子不防小人	fjzr
风口浪尖恢复怕	fklp
粉泪暗和清露滴	flad
非淋菌性尿道炎	fljy
弗兰克尔矫治器	flkq
藩篱如此亦区区	flrq
分流制排水系统	flvt
分裂型人格障碍	flxa
分明赤壁回惊棹	fmiv
分明梦见如花面	fmmm
分明人在辋川图	fmrt
富马酸酮替芬片	fmsp
分明天水共澄光	fmtg
粉面啼红腰束素	fmts
呋喃半乳糖苷酶	fnbm
妇女地位委员会	fndh
烦恼皆因强出头	fnjt
丰年留客足鸡豚	fnlt
丰宁满族自治县	fnmx
妇女权益保障法	fnqf
烦恼韶光能几许	fnux
飞瀑恐从星汉至	fpkv
防喷器控制系统	fpqt
放屁砸了脚后跟	fpzg
分批再循环培养	fpzy
夫妻本是同林鸟	fqbn
非齐次的横分解	fqcj
飞去飞来双语燕	fqfy
反倾销行政案件	fqxj
非奇异双线性型	fqyx
风前踪迹似沙鸥	fqzo
逢人且说三分话	frqh
风柔日薄春犹早	frrz
防人之心不可无	frvw
放入相见似河清	frxq
风送清香过短墙	fsqq
风头不定云来去	ftbq
粪土当年万户侯	ftd_
方瞳好映寒潭碧	fthb
犯天下之大不韪	ftxw
分讨仙家君莫惜	ftxx
非特异投射系统	ftyt
肥水不流外人田	fubt
俯首甘为孺子牛	fugn
翻书愁上鬓毛白	fuib
发射区陷落效应	fuqy
粉身碎骨浑不怕	fusp
峰上塔高尘世外	futw
幅中曾醉洞庭酒	fvcj
复制到当前位置	fvdv
翻转法抢装井口	fvfk
非洲金融共同体	fvjt
放之四海而皆准	fvsv
风物长宜放眼量	fwil
非完全弹性碰撞	fwqv
芳心待向谁分付	fxdf
分香东畔拂墙花	fxdh
非相对论性极限	fxdx
反相分配色谱法	fxff
风萧萧兮易水寒	fxxh
飞云黯淡夕阳间	fyaj
粉英金蕊自低昂	fyja
发射区陷落效应	fyqy
腹有诗书气自华	fyuh
